unit,esti,re
235,0.00425531914893617,0.2748842704724487
236,0.00423728813559322,0.2743202986650078
237,0.004219409282700422,0.2737587115234931
238,0.004201680672268907,0.273199488966418
239,0.0041841004184100415,0.27264261116489447
240,0.004166666666666667,0.27208805853841483
241,0.004149377593360996,0.27153581175072006
242,0.004132231404958678,0.27098585170575445
243,0.00411522633744856,0.270438159543704
244,0.004098360655737705,0.2698927166371144
245,0.004081632653061225,0.26934950458709106
246,0.0040650406504065045,0.2688085052195737
247,0.0,inf
248,0.0,inf
249,0.0,inf
250,0.0,inf
251,0.0,inf
252,0.0,inf
253,0.0,inf
254,0.0,inf
255,0.0,inf
256,0.0,inf
257,0.0,inf
258,0.0,inf
259,0.0,inf
260,0.0,inf
261,0.0,inf
262,0.0,inf
263,0.0,inf
264,0.0,inf
265,0.0,inf
266,0.0,inf
267,0.0,inf
268,0.0,inf
269,0.0,inf
270,0.0,inf
271,0.0,inf
272,0.0,inf
273,0.0,inf
274,0.0,inf
275,0.0,inf
276,0.0,inf
277,0.0,inf
278,0.0,inf
279,0.0,inf
280,0.0,inf
281,0.0,inf
282,0.0,inf
283,0.0,inf
284,0.0,inf
285,0.0,inf
286,0.0,inf
287,0.0,inf
288,0.0,inf
289,0.0,inf
290,0.0,inf
291,0.0,inf
292,0.0,inf
293,0.0,inf
294,0.0,inf
295,0.0,inf
296,0.0,inf
297,0.0,inf
298,0.0,inf
299,0.0,inf
300,0.0,inf
301,0.0,inf
302,0.0,inf
303,0.0,inf
304,0.0,inf
305,0.0,inf
306,0.0,inf
307,0.0,inf
308,0.0,inf
309,0.0,inf
310,0.0,inf
311,0.0,inf
312,0.0,inf
313,0.0,inf
314,0.0,inf
315,0.0,inf
316,0.0,inf
317,0.0,inf
318,0.0,inf
319,0.0,inf
320,0.0,inf
321,0.0,inf
322,0.0,inf
323,0.0,inf
324,0.0,inf
325,0.0,inf
326,0.0,inf
327,0.0,inf
328,0.0,inf
329,0.0,inf
330,0.0,inf
331,0.0,inf
332,0.0,inf
333,0.0,inf
334,0.0,inf
335,0.0,inf
336,0.0,inf
337,0.0,inf
338,0.0,inf
339,0.0,inf
340,0.0,inf
341,0.0,inf
342,0.0,inf
343,0.0,inf
344,0.0,inf
345,0.0,inf
346,0.0,inf
347,0.0,inf
348,0.0,inf
349,0.0,inf
350,0.0,inf
351,0.0,inf
352,0.0,inf
353,0.0,inf
354,0.0,inf
355,0.0,inf
356,0.0,inf
357,0.0,inf
358,0.0,inf
359,0.0,inf
360,0.0,inf
361,0.0,inf
362,0.0,inf
363,0.0,inf
364,0.0,inf
365,0.0,inf
366,0.0,inf
367,0.0,inf
368,0.0,inf
369,0.0,inf
370,0.0,inf
371,0.0,inf
372,0.0,inf
373,0.0,inf
374,0.0,inf
375,0.0,inf
376,0.0,inf
377,0.0,inf
378,0.0,inf
379,0.0,inf
380,0.0,inf
381,0.0,inf
382,0.0,inf
383,0.0,inf
384,0.0,inf
385,0.0,inf
386,0.0,inf
387,0.0,inf
388,0.0,inf
389,0.0,inf
390,0.0,inf
391,0.0,inf
392,0.0,inf
393,0.0,inf
394,0.0,inf
395,0.0,inf
396,0.0,inf
397,0.0,inf
398,0.0,inf
399,0.0,inf
400,0.0,inf
401,0.0,inf
402,0.0,inf
403,0.0,inf
404,0.0,inf
405,0.0,inf
406,0.0,inf
407,0.0,inf
408,0.0,inf
409,0.0,inf
410,0.0,inf
411,0.0,inf
412,0.0,inf
413,0.0,inf
414,0.0,inf
415,0.0,inf
416,0.0,inf
417,0.0,inf
418,0.0,inf
419,0.0,inf
420,0.0,inf
421,0.0,inf
422,0.0,inf
423,0.0,inf
424,0.0,inf
425,0.0,inf
426,0.0,inf
427,0.0,inf
428,0.0,inf
429,0.0,inf
430,0.0,inf
431,0.0,inf
432,0.0,inf
433,0.0,inf
434,0.0,inf
435,0.0,inf
436,0.0,inf
437,0.0,inf
438,0.0,inf
439,0.0,inf
440,0.0,inf
441,0.0,inf
442,0.0,inf
443,0.0,inf
444,0.0,inf
445,0.0,inf
446,0.0,inf
447,0.0,inf
448,0.0,inf
449,0.0,inf
450,0.0,inf
451,0.0,inf
452,0.0,inf
453,0.0,inf
454,0.0,inf
455,0.0,inf
456,0.0,inf
457,0.0,inf
458,0.0,inf
459,0.0,inf
460,0.0,inf
461,0.0,inf
462,0.0,inf
463,0.0,inf
464,0.0,inf
465,0.0,inf
466,0.0,inf
467,0.0,inf
468,0.0,inf
469,0.0,inf
470,0.0,inf
471,0.0,inf
472,0.0,inf
473,0.0,inf
474,0.0,inf
475,0.0,inf
476,0.0,inf
477,0.0,inf
478,0.0,inf
479,0.0,inf
480,0.0,inf
481,0.0,inf
482,0.0,inf
483,0.0,inf
484,0.0,inf
485,0.0,inf
486,0.0,inf
487,0.0,inf
488,0.0,inf
489,0.0,inf
490,0.0,inf
491,0.0,inf
492,0.0,inf
493,0.0,inf
494,0.0,inf
495,0.0,inf
496,0.0,inf
497,0.0,inf
498,0.0,inf
499,0.0,inf
500,0.0,inf
501,0.0,inf
502,0.0,inf
503,0.0,inf
504,0.0,inf
505,0.0,inf
506,0.0,inf
507,0.0,inf
508,0.0,inf
509,0.0,inf
510,0.0,inf
511,0.0,inf
512,0.0,inf
513,0.0,inf
514,0.0,inf
515,0.0,inf
516,0.0,inf
517,0.0,inf
518,0.0,inf
519,0.0,inf
520,0.0,inf
521,0.0,inf
522,0.0,inf
523,0.0,inf
524,0.0,inf
525,0.0,inf
526,0.0,inf
527,0.0,inf
528,0.0,inf
529,0.0,inf
530,0.0,inf
531,0.0,inf
532,0.0,inf
533,0.0,inf
534,0.0,inf
535,0.0,inf
536,0.0,inf
537,0.0,inf
538,0.0,inf
539,0.0,inf
540,0.0,inf
541,0.0,inf
542,0.0,inf
543,0.0,inf
544,0.0,inf
545,0.0,inf
546,0.0,inf
547,0.0,inf
548,0.0,inf
549,0.0,inf
550,0.0,inf
551,0.0,inf
552,0.0,inf
553,0.0,inf
554,0.0,inf
555,0.0,inf
556,0.0,inf
557,0.0,inf
558,0.0,inf
559,0.0,inf
560,0.0,inf
561,0.0,inf
562,0.0,inf
563,0.0,inf
564,0.0,inf
565,0.0,inf
566,0.0,inf
567,0.0,inf
568,0.0,inf
569,0.0,inf
570,0.0,inf
571,0.0,inf
572,0.0,inf
573,0.0,inf
574,0.0,inf
575,0.0,inf
576,0.0,inf
577,0.0,inf
578,0.0,inf
579,0.0,inf
580,0.0,inf
581,0.0,inf
582,0.0,inf
583,0.0,inf
584,0.0,inf
585,0.0,inf
586,0.0,inf
587,0.0,inf
588,0.0,inf
589,0.0,inf
590,0.0,inf
591,0.0,inf
592,0.0,inf
593,0.0,inf
594,0.0,inf
595,0.0,inf
596,0.0,inf
597,0.0,inf
598,0.0,inf
599,0.0,inf
600,0.0,inf
601,0.0,inf
602,0.0,inf
603,0.0,inf
604,0.0,inf
605,0.0,inf
606,0.0,inf
607,0.0,inf
608,0.0,inf
609,0.0,inf
610,0.0,inf
611,0.0,inf
612,0.0,inf
613,0.0,inf
614,0.0,inf
615,0.0,inf
616,0.0,inf
617,0.0,inf
618,0.0,inf
619,0.0,inf
620,0.0,inf
621,0.0,inf
622,0.0,inf
623,0.0,inf
624,0.0,inf
625,0.0,inf
626,0.0,inf
627,0.0,inf
628,0.0,inf
629,0.0,inf
630,0.0,inf
631,0.0,inf
632,0.0,inf
633,0.0,inf
634,0.0,inf
635,0.0,inf
636,0.0,inf
637,0.0,inf
638,0.0,inf
639,0.0,inf
640,0.0,inf
641,0.0,inf
642,0.0,inf
643,0.0,inf
644,0.0,inf
645,0.0,inf
646,0.0,inf
647,0.0,inf
648,0.0,inf
649,0.0,inf
650,0.0,inf
651,0.0,inf
652,0.0,inf
653,0.0,inf
654,0.0,inf
655,0.0,inf
656,0.0,inf
657,0.0,inf
658,0.0,inf
659,0.0,inf
660,0.0,inf
661,0.0,inf
662,0.0,inf
663,0.0,inf
664,0.0,inf
665,0.0,inf
666,0.0,inf
667,0.0,inf
668,0.0,inf
669,0.0,inf
670,0.0,inf
671,0.0,inf
672,0.0,inf
673,0.0,inf
674,0.0,inf
675,0.0,inf
676,0.0,inf
677,0.0,inf
678,0.0,inf
679,0.0,inf
680,0.0,inf
681,0.0,inf
682,0.0,inf
683,0.0,inf
684,0.0,inf
685,0.0,inf
686,0.0,inf
687,0.0,inf
688,0.0,inf
689,0.0,inf
690,0.0,inf
691,0.0,inf
692,0.0,inf
693,0.0,inf
694,0.0,inf
695,0.0,inf
696,0.0,inf
697,0.0,inf
698,0.0,inf
699,0.0,inf
700,0.0,inf
701,0.0,inf
702,0.0,inf
703,0.0,inf
704,0.0,inf
705,0.0,inf
706,0.0,inf
707,0.0,inf
708,0.0,inf
709,0.0,inf
710,0.0,inf
711,0.0,inf
712,0.0,inf
713,0.0,inf
714,0.0,inf
715,0.0,inf
716,0.0,inf
717,0.0,inf
718,0.0,inf
719,0.0,inf
720,0.0,inf
721,0.0,inf
722,0.0,inf
723,0.0,inf
724,0.0,inf
725,0.0,inf
726,0.0,inf
727,0.0,inf
728,0.0,inf
729,0.0,inf
730,0.0,inf
731,0.0,inf
732,0.0,inf
733,0.0,inf
734,0.0,inf
735,0.0,inf
736,0.0,inf
737,0.0,inf
738,0.0,inf
739,0.0,inf
740,0.0,inf
741,0.0,inf
742,0.0,inf
743,0.0,inf
744,0.0,inf
745,0.0,inf
746,0.0,inf
747,0.0,inf
748,0.0,inf
749,0.0,inf
750,0.0,inf
751,0.0,inf
752,0.0,inf
753,0.0,inf
754,0.0,inf
755,0.0,inf
756,0.0,inf
757,0.0,inf
758,0.0,inf
759,0.0,inf
760,0.0,inf
761,0.0,inf
762,0.0,inf
763,0.0,inf
764,0.0,inf
765,0.0,inf
766,0.0,inf
767,0.0,inf
768,0.0,inf
769,0.0,inf
770,0.0,inf
771,0.0,inf
772,0.0,inf
773,0.0,inf
774,0.0,inf
775,0.0,inf
776,0.0,inf
777,0.0,inf
778,0.0,inf
779,0.0,inf
780,0.0,inf
781,0.0,inf
782,0.0,inf
783,0.0,inf
784,0.0,inf
785,0.0,inf
786,0.0,inf
787,0.0,inf
788,0.0,inf
789,0.0,inf
790,0.0,inf
791,0.0,inf
792,0.0,inf
793,0.0,inf
794,0.0,inf
795,0.0,inf
796,0.0,inf
797,0.0,inf
798,0.0,inf
799,0.0,inf
800,0.0,inf
801,0.0,inf
802,0.0,inf
803,0.0,inf
804,0.0,inf
805,0.0,inf
806,0.0,inf
807,0.0,inf
808,0.0,inf
809,0.0,inf
810,0.0,inf
811,0.0,inf
812,0.0,inf
813,0.0,inf
814,0.0,inf
815,0.0,inf
816,0.0,inf
817,0.0,inf
818,0.0,inf
819,0.0,inf
820,0.0,inf
821,0.0,inf
822,0.0,inf
823,0.0,inf
824,0.0,inf
825,0.0,inf
826,0.0,inf
827,0.0,inf
828,0.0,inf
829,0.0,inf
830,0.0,inf
831,0.0,inf
832,0.0,inf
833,0.0,inf
834,0.0,inf
835,0.0,inf
836,0.0,inf
837,0.0,inf
838,0.0,inf
839,0.0,inf
840,0.0,inf
841,0.0,inf
842,0.0,inf
843,0.0,inf
844,0.0,inf
845,0.0,inf
846,0.0,inf
847,0.0,inf
848,0.0,inf
849,0.0,inf
850,0.0,inf
851,0.0,inf
852,0.0,inf
853,0.0,inf
854,0.0,inf
855,0.0,inf
856,0.0,inf
857,0.0,inf
858,0.0,inf
859,0.0,inf
860,0.0,inf
861,0.0,inf
862,0.0,inf
863,0.0,inf
864,0.0,inf
865,0.0,inf
866,0.0,inf
867,0.0,inf
868,0.0,inf
869,0.0,inf
870,0.0,inf
871,0.0,inf
872,0.0,inf
873,0.0,inf
874,0.0,inf
875,0.0,inf
876,0.0,inf
877,0.0,inf
878,0.0,inf
879,0.0,inf
880,0.0,inf
881,0.0,inf
882,0.0,inf
883,0.0,inf
884,0.0,inf
885,0.0,inf
886,0.0,inf
887,0.0,inf
888,0.0,inf
889,0.0,inf
890,0.0,inf
891,0.0,inf
892,0.0,inf
893,0.0,inf
894,0.0,inf
895,0.0,inf
896,0.0,inf
897,0.0,inf
898,0.0,inf
899,0.0,inf
900,0.0,inf
901,0.0,inf
902,0.0,inf
903,0.0,inf
904,0.0,inf
905,0.0,inf
906,0.0,inf
907,0.0,inf
908,0.0,inf
909,0.0,inf
910,0.0,inf
911,0.0,inf
912,0.0,inf
913,0.0,inf
914,0.0,inf
915,0.0,inf
916,0.0,inf
917,0.0,inf
918,0.0,inf
919,0.0,inf
920,0.0,inf
921,0.0,inf
922,0.0,inf
923,0.0,inf
924,0.0,inf
925,0.0,inf
926,0.0,inf
927,0.0,inf
928,0.0,inf
929,0.0,inf
930,0.0,inf
931,0.0,inf
932,0.0,inf
933,0.0,inf
934,0.0,inf
935,0.0,inf
936,0.0,inf
937,0.0,inf
938,0.0,inf
939,0.0,inf
940,0.0,inf
941,0.0,inf
942,0.0,inf
943,0.0,inf
944,0.0,inf
945,0.0,inf
946,0.0,inf
947,0.0,inf
948,0.0,inf
949,0.0,inf
950,0.0,inf
951,0.0,inf
952,0.0,inf
953,0.0,inf
954,0.0,inf
955,0.0,inf
956,0.0,inf
957,0.0,inf
958,0.0,inf
959,0.0,inf
960,0.0,inf
961,0.0,inf
962,0.0,inf
963,0.0,inf
964,0.0,inf
965,0.0,inf
966,0.0,inf
967,0.0,inf
968,0.0,inf
969,0.0,inf
970,0.0,inf
971,0.0,inf
972,0.0,inf
973,0.0,inf
974,0.0,inf
975,0.0,inf
976,0.0,inf
977,0.0,inf
978,0.0,inf
979,0.0,inf
980,0.0,inf
981,0.0,inf
982,0.0,inf
983,0.0,inf
984,0.0,inf
985,0.0,inf
986,0.0,inf
987,0.0,inf
988,0.0,inf
989,0.0,inf
990,0.0,inf
991,0.0,inf
992,0.0,inf
993,0.0,inf
994,0.0,inf
995,0.0,inf
996,0.0,inf
997,0.0,inf
998,0.0,inf
999,0.0,inf
1000,0.0,inf
1001,0.0,inf
1002,0.0,inf
1003,0.0,inf
1004,0.0,inf
1005,0.0,inf
1006,0.0,inf
1007,0.0,inf
1008,0.0,inf
1009,0.0,inf
1010,0.0,inf
1011,0.0,inf
1012,0.0,inf
1013,0.0,inf
1014,0.0,inf
1015,0.0,inf
1016,0.0,inf
1017,0.0,inf
1018,0.0,inf
1019,0.0,inf
1020,0.0,inf
1021,0.0,inf
1022,0.0,inf
1023,0.0,inf
1024,0.0,inf
1025,0.0,inf
1026,0.0,inf
1027,0.0,inf
1028,0.0,inf
1029,0.0,inf
1030,0.0,inf
1031,0.0,inf
1032,0.0,inf
1033,0.0,inf
1034,0.0,inf
1035,0.0,inf
1036,0.0,inf
1037,0.0,inf
1038,0.0,inf
1039,0.0,inf
1040,0.0,inf
1041,0.0,inf
1042,0.0,inf
1043,0.0,inf
1044,0.0,inf
1045,0.0,inf
1046,0.0,inf
1047,0.0,inf
1048,0.0,inf
1049,0.0,inf
1050,0.0,inf
1051,0.0,inf
1052,0.0,inf
1053,0.0,inf
1054,0.0,inf
1055,0.0,inf
1056,0.0,inf
1057,0.0,inf
1058,0.0,inf
1059,0.0,inf
1060,0.0,inf
1061,0.0,inf
1062,0.0,inf
1063,0.0,inf
1064,0.0,inf
1065,0.0,inf
1066,0.0,inf
1067,0.0,inf
1068,0.0,inf
1069,0.0,inf
1070,0.0,inf
1071,0.0,inf
1072,0.0,inf
1073,0.0,inf
1074,0.0,inf
1075,0.0,inf
1076,0.0,inf
1077,0.0,inf
1078,0.0,inf
1079,0.0,inf
1080,0.0,inf
1081,0.0,inf
1082,0.0,inf
1083,0.0,inf
1084,0.0,inf
1085,0.0,inf
1086,0.0,inf
1087,0.0,inf
1088,0.0,inf
1089,0.0,inf
1090,0.0,inf
1091,0.0,inf
1092,0.0,inf
1093,0.0,inf
1094,0.0,inf
1095,0.0,inf
1096,0.0,inf
1097,0.0,inf
1098,0.0,inf
1099,0.0,inf
1100,0.0,inf
1101,0.0,inf
1102,0.0,inf
1103,0.0,inf
1104,0.0,inf
1105,0.0,inf
1106,0.0,inf
1107,0.0,inf
1108,0.0,inf
1109,0.0,inf
1110,0.0,inf
1111,0.0,inf
1112,0.0,inf
1113,0.0,inf
1114,0.0,inf
1115,0.0,inf
1116,0.0,inf
1117,0.0,inf
1118,0.0,inf
1119,0.0,inf
1120,0.0,inf
1121,0.0,inf
1122,0.0,inf
1123,0.0,inf
1124,0.0,inf
1125,0.0,inf
1126,0.0,inf
1127,0.0,inf
1128,0.0,inf
1129,0.0,inf
1130,0.0,inf
1131,0.0,inf
1132,0.0,inf
1133,0.0,inf
1134,0.0,inf
1135,0.0,inf
1136,0.0,inf
1137,0.0,inf
1138,0.0,inf
1139,0.0,inf
1140,0.0,inf
1141,0.0,inf
1142,0.0,inf
1143,0.0,inf
1144,0.0,inf
1145,0.0,inf
1146,0.0,inf
1147,0.0,inf
1148,0.0,inf
1149,0.0,inf
1150,0.0,inf
1151,0.0,inf
1152,0.0,inf
1153,0.0,inf
1154,0.0,inf
1155,0.0,inf
1156,0.0,inf
1157,0.0,inf
1158,0.0,inf
1159,0.0,inf
1160,0.0,inf
1161,0.0,inf
1162,0.0,inf
1163,0.0,inf
1164,0.0,inf
1165,0.0,inf
1166,0.0,inf
1167,0.0,inf
1168,0.0,inf
1169,0.0,inf
1170,0.0,inf
1171,0.0,inf
1172,0.0,inf
1173,0.0,inf
1174,0.0,inf
1175,0.0,inf
1176,0.0,inf
1177,0.0,inf
1178,0.0,inf
1179,0.0,inf
1180,0.0,inf
1181,0.0,inf
1182,0.0,inf
1183,0.0,inf
1184,0.0,inf
1185,0.0,inf
1186,0.0,inf
1187,0.0,inf
1188,0.0,inf
1189,0.0,inf
1190,0.0,inf
1191,0.0,inf
1192,0.0,inf
1193,0.0,inf
1194,0.0,inf
1195,0.0,inf
1196,0.0,inf
1197,0.0,inf
1198,0.0,inf
1199,0.0,inf
1200,0.0,inf
1201,0.0,inf
1202,0.0,inf
1203,0.0,inf
1204,0.0,inf
1205,0.0,inf
1206,0.0,inf
1207,0.0,inf
1208,0.0,inf
1209,0.0,inf
1210,0.0,inf
1211,0.0,inf
1212,0.0,inf
1213,0.0,inf
1214,0.0,inf
1215,0.0,inf
1216,0.0,inf
1217,0.0,inf
1218,0.0,inf
1219,0.0,inf
1220,0.0,inf
1221,0.0,inf
1222,0.0,inf
1223,0.0,inf
1224,0.0,inf
1225,0.0,inf
1226,0.0,inf
1227,0.0,inf
1228,0.0,inf
1229,0.0,inf
1230,0.0,inf
1231,0.0,inf
1232,0.0,inf
1233,0.0,inf
1234,0.0,inf
1235,0.0,inf
1236,0.0,inf
1237,0.0,inf
1238,0.0,inf
1239,0.0,inf
1240,0.0,inf
1241,0.0,inf
1242,0.0,inf
1243,0.0,inf
1244,0.0,inf
